Geography,Geographic Area Name,"Employed population (16+ years, all)","Employed population (16+ years, female)",Workers who commute to work (total),Workers who commute to work (drive alone),Workers who commute to work (carpool),Workers who commute to work (public transit),Workers who commute to work (walk),Workers who commute to work (other),Workers who commute to work (work from home),Mean travel time to work (minutes),Median household income (dollars),Mean household income (dollars)
1400000US06037206052,"Census Tract 2060.52, Los Angeles County, California",2690,1095,2196,1397,87,202,86,36,388,35.3,99241,118819
1400000US06037206053,"Census Tract 2060.53, Los Angeles County, California",2416,1330,1217,631,133,252,45,16,140,31.4,28693,50565
1400000US06037206054,"Census Tract 2060.54, Los Angeles County, California",1967,1005,1085,695,127,94,20,38,111,33.7,39647,59853
1400000US06037206201,"Census Tract 2062.01, Los Angeles County, California",2106,719,1091,566,0,208,119,47,151,33.3,38786,65766
1400000US06037206202,"Census Tract 2062.02, Los Angeles County, California",1655,962,569,250,23,160,81,0,55,33,12344,49084
1400000US06037206301,"Census Tract 2063.01, Los Angeles County, California",1852,475,299,26,0,164,109,0,0,37.7,11153,14378
1400000US06037206302,"Census Tract 2063.02, Los Angeles County, California",2376,667,338,69,41,157,30,4,37,44.1,7193,10447
1400000US06037206303,"Census Tract 2063.03, Los Angeles County, California",1968,612,178,9,14,133,11,11,0,N,4918,8406
1400000US06037207101,"Census Tract 2071.01, Los Angeles County, California",3396,1906,2101,1167,85,199,131,83,436,33.7,51544,61959
1400000US06037207102,"Census Tract 2071.02, Los Angeles County, California",2858,1649,1406,828,91,251,132,38,66,32.6,30564,55626
1400000US06037207103,"Census Tract 2071.03, Los Angeles County, California",1899,961,1067,644,102,81,183,27,30,23.9,33487,56970
1400000US06037207303,"Census Tract 2073.03, Los Angeles County, California",2114,848,1309,639,0,246,47,129,248,37,39113,77453
1400000US06037207304,"Census Tract 2073.04, Los Angeles County, California",2003,541,934,227,51,244,151,25,236,27.4,11430,40607
1400000US06037207305,"Census Tract 2073.05, Los Angeles County, California",915,348,748,252,0,155,245,13,83,29.5,72330,100827
1400000US06037207306,"Census Tract 2073.06, Los Angeles County, California",1828,713,1075,340,21,182,246,37,249,34.5,38305,75339
1400000US06037207307,"Census Tract 2073.07, Los Angeles County, California",1381,371,629,249,0,158,136,10,76,28.3,12283,39084
1400000US06037207308,"Census Tract 2073.08, Los Angeles County, California",1293,642,964,673,37,87,102,54,11,28.1,93226,98725
1400000US06037207400,"Census Tract 2074, Los Angeles County, California",1517,420,584,340,46,27,99,5,67,23.5,93036,128452
1400000US06037207501,"Census Tract 2075.01, Los Angeles County, California",2015,993,1428,660,76,101,267,93,231,30.4,71628,106303
1400000US06037207502,"Census Tract 2075.02, Los Angeles County, California",2998,1631,1167,381,31,112,357,17,269,21.2,17989,74593
1400000US06037207711,"Census Tract 2077.11, Los Angeles County, California",1605,717,1229,558,57,120,276,9,209,27.8,121477,146714
1400000US06037207712,"Census Tract 2077.12, Los Angeles County, California",3387,1950,2178,748,80,207,574,77,492,24.8,77213,102400
1400000US06037207901,"Census Tract 2079.01, Los Angeles County, California",2469,1159,1418,621,68,99,280,47,303,29.9,68333,106863
1400000US06037207902,"Census Tract 2079.02, Los Angeles County, California",5560,2541,4114,1831,150,243,665,287,938,31.2,106206,113551
1400000US06037208001,"Census Tract 2080.01, Los Angeles County, California",2166,952,1566,995,196,36,204,45,90,21.1,73553,76270
1400000US06037208002,"Census Tract 2080.02, Los Angeles County, California",3534,1555,1912,1401,178,62,102,27,142,32.3,37443,57146
1400000US06037208301,"Census Tract 2083.01, Los Angeles County, California",1605,651,1126,432,145,443,59,23,24,36.2,50054,54295
1400000US06037208302,"Census Tract 2083.02, Los Angeles County, California",4192,2154,2584,1316,301,628,66,83,190,36.9,45194,52825
1400000US06037208401,"Census Tract 2084.01, Los Angeles County, California",3880,1752,2459,1162,275,831,76,20,95,37.8,44943,50703
1400000US06037208402,"Census Tract 2084.02, Los Angeles County, California",2316,1256,1425,857,89,236,36,21,186,33.5,50446,76081
1400000US06037208501,"Census Tract 2085.01, Los Angeles County, California",2207,1115,1445,954,26,192,130,37,106,35.1,62750,75973
1400000US06037208502,"Census Tract 2085.02, Los Angeles County, California",3550,1948,2202,990,309,573,192,27,111,35.2,42129,47823
1400000US06037208610,"Census Tract 2086.10, Los Angeles County, California",3647,1850,2396,1562,373,402,28,16,15,34,58125,69937
1400000US06037208620,"Census Tract 2086.20, Los Angeles County, California",3449,1856,2260,1419,225,316,105,54,141,32.1,52391,63494
1400000US06037208710,"Census Tract 2087.10, Los Angeles County, California",4474,2203,2938,1621,170,672,184,32,259,31.1,58788,74297
1400000US06037208720,"Census Tract 2087.20, Los Angeles County, California",3102,1362,2014,698,286,769,116,46,99,47.6,33458,45834
1400000US06037208801,"Census Tract 2088.01, Los Angeles County, California",2863,1402,1669,567,72,551,263,88,128,36.9,40704,48773
1400000US06037208802,"Census Tract 2088.02, Los Angeles County, California",2417,1263,1617,821,147,395,128,8,118,37.9,39400,48762
1400000US06037208902,"Census Tract 2089.02, Los Angeles County, California",1953,637,1333,230,132,783,110,48,30,38.5,35313,49223
1400000US06037208903,"Census Tract 2089.03, Los Angeles County, California",3159,1130,2141,540,291,1059,170,70,11,39.4,42285,47771
1400000US06037208904,"Census Tract 2089.04, Los Angeles County, California",3134,1507,1834,369,181,894,100,176,114,34.9,22961,33407
1400000US06037209103,"Census Tract 2091.03, Los Angeles County, California",2579,1240,1497,534,187,601,41,39,95,39.4,29056,33084
1400000US06037209104,"Census Tract 2091.04, Los Angeles County, California",1904,928,1105,415,96,409,129,15,41,41.5,28088,40668
1400000US06037209105,"Census Tract 2091.05, Los Angeles County, California",2606,1174,1489,468,116,786,55,26,38,31.5,28156,39375
1400000US06037209106,"Census Tract 2091.06, Los Angeles County, California",1998,865,1414,694,15,484,139,25,57,38.8,37067,57435
1400000US06037209201,"Census Tract 2092.01, Los Angeles County, California",2810,1302,2144,922,210,202,520,59,231,22.8,83313,98234
1400000US06037209202,"Census Tract 2092.02, Los Angeles County, California",1075,493,734,205,86,148,184,42,69,31.7,36188,43334
1400000US06037209300,"Census Tract 2093, Los Angeles County, California",4075,1941,2550,968,209,850,369,61,93,33.5,30540,40467
1400000US06037209401,"Census Tract 2094.01, Los Angeles County, California",3242,1597,1762,684,265,733,15,60,5,36.7,30970,38105
1400000US06037209402,"Census Tract 2094.02, Los Angeles County, California",3184,1047,2063,336,182,1304,127,80,34,42.8,37388,44110
1400000US06037209403,"Census Tract 2094.03, Los Angeles County, California",3628,1669,1979,691,125,961,92,51,59,46.7,22259,35514
1400000US06037209510,"Census Tract 2095.10, Los Angeles County, California",2460,1180,1437,659,135,421,43,53,126,36.6,32361,42883
1400000US06037209520,"Census Tract 2095.20, Los Angeles County, California",2107,989,1382,446,180,569,61,60,66,36.2,35395,44288
1400000US06037209810,"Census Tract 2098.10, Los Angeles County, California",2279,1212,1069,410,91,327,132,73,36,34.2,32321,41039
1400000US06037209820,"Census Tract 2098.20, Los Angeles County, California",2088,1072,1243,595,119,388,91,12,38,43.1,36500,52876
1400000US06037210010,"Census Tract 2100.10, Los Angeles County, California",2648,1327,1589,541,148,521,207,53,119,39.8,30703,39490
1400000US06037211000,"Census Tract 2110, Los Angeles County, California",4314,2199,2643,1987,116,13,145,58,324,25.4,135612,291841
1400000US06037211121,"Census Tract 2111.21, Los Angeles County, California",1952,1103,1235,860,108,84,26,28,129,29.2,65912,64064
1400000US06037211122,"Census Tract 2111.22, Los Angeles County, California",2448,1101,1623,1018,162,239,59,3,142,34,51484,59911
1400000US06037211123,"Census Tract 2111.23, Los Angeles County, California",1478,748,817,334,170,98,97,2,116,25.1,64348,81543
1400000US06037211124,"Census Tract 2111.24, Los Angeles County, California",4090,2313,2452,1361,229,409,143,31,279,34.4,53055,66194
1400000US06037211201,"Census Tract 2112.01, Los Angeles County, California",2377,1103,1451,800,181,316,26,38,90,31.9,52223,67268
1400000US06037211202,"Census Tract 2112.02, Los Angeles County, California",1982,1048,1328,710,67,413,103,19,16,32.5,42389,56425
1400000US06037211310,"Census Tract 2113.10, Los Angeles County, California",3202,1482,2323,1020,162,723,124,53,241,37.3,44545,51872
1400000US06037211320,"Census Tract 2113.20, Los Angeles County, California",2508,1329,1465,689,160,453,65,41,57,38.1,33247,44690
1400000US06037211410,"Census Tract 2114.10, Los Angeles County, California",2485,1171,1625,923,226,225,61,34,156,27.4,51921,73402
1400000US06037211420,"Census Tract 2114.20, Los Angeles County, California",2733,1186,2104,1432,88,447,42,28,67,37.2,48333,72942
1400000US06037211500,"Census Tract 2115, Los Angeles County, California",3409,1854,2306,1730,88,149,29,28,282,30.6,61538,151348
1400000US06037211701,"Census Tract 2117.01, Los Angeles County, California",2216,1194,1311,908,104,40,45,29,185,28.9,66563,140645
1400000US06037211703,"Census Tract 2117.03, Los Angeles County, California",3873,2086,2503,1755,36,526,68,59,59,31.5,51299,61713
1400000US06037211704,"Census Tract 2117.04, Los Angeles County, California",2585,1311,1779,1245,28,222,30,47,207,28.5,39875,60333
1400000US06037211802,"Census Tract 2118.02, Los Angeles County, California",3738,1906,2435,1253,114,550,284,13,221,33.2,45120,56482
1400000US06037211803,"Census Tract 2118.03, Los Angeles County, California",3183,1795,1979,1314,82,256,183,24,120,27,54922,65912
1400000US06037211804,"Census Tract 2118.04, Los Angeles County, California",2659,1462,1476,859,156,276,32,69,84,29.3,41843,58023
1400000US06037211910,"Census Tract 2119.10, Los Angeles County, California",3759,1621,2620,1376,151,680,159,50,204,35.2,54675,56268
1400000US06037211921,"Census Tract 2119.21, Los Angeles County, California",1961,885,1316,731,26,239,102,168,50,27.6,37375,40596
1400000US06037211922,"Census Tract 2119.22, Los Angeles County, California",2856,1337,1755,964,83,387,162,124,35,33,48036,53442
1400000US06037212101,"Census Tract 2121.01, Los Angeles County, California",2518,1291,1824,1133,172,245,91,0,183,33.6,50640,70693
1400000US06037212102,"Census Tract 2121.02, Los Angeles County, California",2048,1034,1222,595,67,336,54,68,102,31.6,31864,47508
1400000US06037212202,"Census Tract 2122.02, Los Angeles County, California",2723,1193,1777,879,190,526,74,49,59,33,36920,42821
1400000US06037212203,"Census Tract 2122.03, Los Angeles County, California",2666,1454,1503,540,123,663,46,19,112,35.7,32750,46044
1400000US06037212204,"Census Tract 2122.04, Los Angeles County, California",2593,1320,1640,598,233,624,74,59,52,36.9,33259,43694
1400000US06037212303,"Census Tract 2123.03, Los Angeles County, California",3272,1485,2071,927,184,623,74,72,191,33.7,41328,56544
1400000US06037212304,"Census Tract 2123.04, Los Angeles County, California",1321,668,822,321,36,330,53,40,42,33.9,31197,36682
1400000US06037212305,"Census Tract 2123.05, Los Angeles County, California",2227,1085,1486,696,136,486,88,11,69,40.5,32557,45928
1400000US06037212306,"Census Tract 2123.06, Los Angeles County, California",2490,1020,1674,960,118,351,102,37,106,33.7,37466,57530
1400000US06037212410,"Census Tract 2124.10, Los Angeles County, California",3604,1723,2539,1373,45,768,151,72,130,37.8,45114,66560
1400000US06037212420,"Census Tract 2124.20, Los Angeles County, California",2543,1483,1752,755,158,693,51,23,72,35.6,45465,53325
1400000US06037212501,"Census Tract 2125.01, Los Angeles County, California",1737,900,1283,613,50,319,92,125,84,37.9,44797,64244
1400000US06037212502,"Census Tract 2125.02, Los Angeles County, California",2359,1210,1833,935,226,350,105,115,102,31,53900,68852
1400000US06037212610,"Census Tract 2126.10, Los Angeles County, California",3998,2141,2575,1691,229,450,46,40,119,32.2,51920,81714
1400000US06037212620,"Census Tract 2126.20, Los Angeles County, California",3465,1766,2231,1431,81,388,120,114,97,33.7,45464,53638
1400000US06037212701,"Census Tract 2127.01, Los Angeles County, California",1910,1021,1067,814,56,100,23,29,45,29,59196,96112
1400000US06037212702,"Census Tract 2127.02, Los Angeles County, California",3172,1630,2112,1453,102,82,17,58,400,29.3,86750,117372
1400000US06037212800,"Census Tract 2128, Los Angeles County, California",3008,1554,1902,1306,81,170,0,59,286,33.6,50053,90742
1400000US06037212900,"Census Tract 2129, Los Angeles County, California",3293,1400,2266,1643,87,306,39,61,130,33.6,43788,74569
1400000US06037213100,"Census Tract 2131, Los Angeles County, California",2595,1283,1327,911,214,109,44,19,30,28.8,42250,65158
1400000US06037213201,"Census Tract 2132.01, Los Angeles County, California",3476,2070,1950,944,136,591,18,89,172,35.6,35829,45894
1400000US06037213202,"Census Tract 2132.02, Los Angeles County, California",3279,1788,1986,1142,174,594,0,10,66,36,38147,59845
1400000US06037213310,"Census Tract 2133.10, Los Angeles County, California",2413,1258,1776,955,278,420,32,56,35,33.3,52724,63806
1400000US06037213320,"Census Tract 2133.20, Los Angeles County, California",2267,1081,1566,964,77,338,12,25,150,34.4,27127,45191
1400000US06037213401,"Census Tract 2134.01, Los Angeles County, California",3830,1960,2716,1520,292,715,102,68,19,31.3,36333,46258
1400000US06037213402,"Census Tract 2134.02, Los Angeles County, California",4073,2294,2398,1492,186,469,44,74,133,32.1,43603,59113
1400000US06037214000,"Census Tract 2140, Los Angeles County, California",2895,1473,1810,1155,95,53,203,61,243,21,146923,176474
1400000US06037214100,"Census Tract 2141, Los Angeles County, California",2931,1555,2142,1525,90,18,49,44,416,26.3,103901,199145
1400000US06037214400,"Census Tract 2144, Los Angeles County, California",2856,1548,2087,1324,89,92,34,74,474,35.1,83314,128138
1400000US06037214501,"Census Tract 2145.01, Los Angeles County, California",2706,1502,1692,1189,133,52,43,75,200,30.8,95861,130094
1400000US06037214503,"Census Tract 2145.03, Los Angeles County, California",2743,1514,1697,1134,91,72,48,88,264,35.6,76131,103629
1400000US06037214504,"Census Tract 2145.04, Los Angeles County, California",3002,1711,1685,1200,155,25,0,60,245,32.2,67083,95500
1400000US06037214505,"Census Tract 2145.05, Los Angeles County, California",1172,662,854,711,10,0,0,13,120,29.2,63000,109429
1400000US06037214600,"Census Tract 2146, Los Angeles County, California",2187,1195,1502,894,52,72,50,28,406,31.1,113512,182738
1400000US06037214700,"Census Tract 2147, Los Angeles County, California",2165,1129,1254,666,96,20,162,84,226,25.9,107692,173325
1400000US06037214800,"Census Tract 2148, Los Angeles County, California",2502,1519,1707,1149,84,34,125,44,271,28.4,100573,131779
1400000US06037214902,"Census Tract 2149.02, Los Angeles County, California",2322,1247,1662,1021,10,10,184,46,391,22.5,101399,120286
1400000US06037214903,"Census Tract 2149.03, Los Angeles County, California",1635,806,936,576,31,30,5,17,277,21.9,58750,86403
1400000US06037214904,"Census Tract 2149.04, Los Angeles County, California",1330,755,1051,806,0,1,0,32,212,26,71036,147539
1400000US06037215101,"Census Tract 2151.01, Los Angeles County, California",2742,1519,2038,1457,46,110,103,100,222,32.3,68148,103353
1400000US06037215102,"Census Tract 2151.02, Los Angeles County, California",2786,1515,2020,1452,133,32,99,48,256,24.1,76221,86768
1400000US06037216100,"Census Tract 2161, Los Angeles County, California",1891,926,1040,742,30,0,0,37,231,32.4,120526,138089
1400000US06037216201,"Census Tract 2162.01, Los Angeles County, California",2280,1309,1788,1255,98,22,74,0,339,23.2,102254,168211
1400000US06037216202,"Census Tract 2162.02, Los Angeles County, California",2545,1331,1889,1482,99,0,14,92,202,26.6,91281,132429
1400000US06037216301,"Census Tract 2163.01, Los Angeles County, California",1339,628,711,376,65,4,26,4,236,22,-,261783
1400000US06037216302,"Census Tract 2163.02, Los Angeles County, California",2789,1320,2219,1632,119,191,34,15,228,31.1,83417,109982
1400000US06037216401,"Census Tract 2164.01, Los Angeles County, California",3433,1880,2339,1994,88,61,171,0,25,25.6,86504,95246
1400000US06037216402,"Census Tract 2164.02, Los Angeles County, California",2155,1235,1429,1089,70,46,96,55,73,27.2,79583,100240
1400000US06037216700,"Census Tract 2167, Los Angeles County, California",3229,1670,2267,1853,31,84,31,122,146,32.1,105455,120845
